商品长编码,商品名称,批次,仓库类型,仓库编码,仓库名称,库存组织,即时库存,可用库存,预占库存,锁定库存,待收数,生产日期,到期日期,销售预占,创建时间,更新时间,更新人
A.A.01.05.AA010521F,汤臣倍健DHA藻油软胶囊优惠装（30粒×2）-超级飞侠装,20240501G,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,1000,1000,0,0,0,,,0,,,
A.A.01.05.AA010520E,汤臣倍健鱼油牛磺酸锌软胶囊-超级飞侠装（90粒）,20240303G,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,1200,1200,0,0,0,,,0,,,
A.A.01.01.AA010157J,汤臣倍健植物蛋白粉固体饮料（600g/高盖）,20240406F,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,1000,1000,0,0,0,,,0,,,
A.A.01.03.AA010301T,汤臣倍健鱼油软胶囊（180粒）,20240307G,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,1000,1000,0,0,0,,,0,,,
A.A.01.01.AA010166F,汤臣倍健多维男士多种维生素矿物质片60片×2优惠装,20240502J,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,1000,1000,0,0,0,,,0,,,
A.A.01.01.AA010151CF,汤臣倍健蛋白粉便携装礼盒连锁定制装（200g*2）,20230101,逻辑仓,YY004,药业产成品（珠海）退货仓 ,汤臣倍健药业有限公司,46,46,0,0,0,,,0,,,
A.A.21.01.AA210101,健安适水飞蓟葛根丹参片彩盒装（60片）,20230515D,,BY101,佰悦电商珠海京东发货仓（新）,广东佰悦网络科技有限公司,-3000,-3000,0,0,0,,,0,,,
A.A.21.01.AA210101,健安适水飞蓟葛根丹参片彩盒装（60片）,20230515D,,BY078,佰悦电商成都荣庆仓,广东佰悦网络科技有限公司,-648,-648,0,0,0,,,0,,,
A.A.21.01.AA210101,健安适水飞蓟葛根丹参片彩盒装（60片）,20230517D,,BY078,佰悦电商成都荣庆仓,广东佰悦网络科技有限公司,-320,-320,0,0,0,,,0,,,
A.A.01.07.AA010721F,汤臣倍健辅酶Q10维生素E软胶囊彩盒装（60粒）,20240501G,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,300,300,0,0,0,,,0,,,
A.A.19.01.AA190112B,无限能破壁灵芝孢子粉胶囊（40粒）纸盒装,20240601D,逻辑仓,BY045,佰悦电商珠海合格仓,广东佰悦网络科技有限公司,934,934,0,0,0,,,0,,,
A.A.01.04.AA010460,汤臣倍健Yep绯常磁感胶原蛋白肽果味饮料（树莓味）（10瓶）23年,20240609K,逻辑仓,012801.CP009,广州麦优产成品（珠海）合格仓,广州麦优网络科技有限公司,1632,1632,0,0,0,,,0,,,
A.A.01.03.AA010309B,舒百宁纳豆红曲胶囊盒装（210粒）,20230101,逻辑仓,BJ002,佰嘉珠海退货仓 ,广东佰嘉药业有限公司,1068,1068,0,0,0,,,0,,,
A.A.01.01.AA010151AP,汤臣倍健蛋白粉礼盒优惠装（450g+150g）,20240617C,逻辑仓,YY042,药业产成品（成都）不合格仓,汤臣倍健药业有限公司,5,5,0,0,0,,,0,,,
A.A.01.07.AA010756,汤臣倍健星好伴褪黑素片（牛奶味）彩盒装（90片）,20240502D,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,1300,1300,0,0,0,,,0,,,
A.A.01.04.AA010434J,汤臣倍健胶原蛋白肽果味饮料（荔枝味）（10瓶）22年升级版,20240615K,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,5000,5000,0,0,0,,,0,,,
A.A.01.01.AA010135,汤臣倍健富硒酵母片（60片）,20240601D,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,500,500,0,0,0,,,0,,,
A.A.01.04.AA010453D,汤臣倍健透明质酸钠果味饮品（野樱莓味）（7袋）赠品装-22年升级版,20240301K,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,198,198,0,0,0,,,0,,,
A.A.01.04.AA010452,汤臣倍健胶原蛋白肽烟酰胺果味饮品（莓果味）（10瓶）,20240529,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,150,150,0,0,0,,,0,,,
A.A.01.01.AA010189B,汤臣倍健B族维生素片（成人）电商专供（90片）,20240503D,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,3863,3863,0,0,0,,,0,,,
A.A.01.03.AA010301V,汤臣倍健鱼油软胶囊（100粒，电商专供赠品）,20240301G,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,383,383,0,0,0,,,0,,,
A.A.01.03.AA010301V,汤臣倍健鱼油软胶囊（100粒，电商专供赠品）,20240401G,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,3617,3617,0,0,0,,,0,,,
A.A.01.04.AA010404,汤臣倍健婷好青春胶囊（60粒）,20240302D,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,800,800,0,0,0,,,0,,,
A.A.01.01.AA010157J,汤臣倍健植物蛋白粉固体饮料（600g/高盖）,20240407F,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,6500,6500,0,0,0,,,0,,,
A.A.01.02.AA010220AG,汤臣倍健钙维生素D维生素K软胶囊（200粒×2）促销装-A,20240530G,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,35,35,0,0,0,,,0,,,
A.A.01.02.AA010220AG,汤臣倍健钙维生素D维生素K软胶囊（200粒×2）促销装-A,20240528G,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,300,300,0,0,0,,,0,,,
A.A.01.02.AA010220AG,汤臣倍健钙维生素D维生素K软胶囊（200粒×2）促销装-A,20240529G,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,2665,2665,0,0,0,,,0,,,
A.A.01.01.AA010184A,V-mini维生素E软胶囊（成人）（100粒）电商装,20240501G,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,2000,2000,0,0,0,,,0,,,
A.A.01.01.AA010157G,汤臣倍健植物蛋白粉固体饮料(150g/高盖/条码+本品不单独销售）,20240404A,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,6470,6470,0,0,0,,,0,,,
A.A.01.03.AA010301T,汤臣倍健鱼油软胶囊（180粒）,20240408G,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,3553,3553,0,0,0,,,0,,,
A.A.01.01.AA010166F,汤臣倍健多维男士多种维生素矿物质片60片×2优惠装,20240503J,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,1000,1000,0,0,0,,,0,,,
A.A.13.01.AA130133F,天然博士DHA藻油凝胶糖果Ⅰ型盒装（60粒）,20240406G,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,175,175,0,0,0,,,0,,,
A.A.13.01.AA130140A,天然博士维生素D软胶囊(30粒)赠品装(8ug),20240103G,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,12,12,0,0,0,,,0,,,
A.A.16.01.AA160111G,Life-Space益生菌固体饮料（100亿，C）（10袋）-A,20240602P,逻辑仓,SDS002,珠海食代说成品合格仓,珠海食代说食品有限公司,6457,6457,0,0,0,,,0,,,
A.A.13.01.AA130122,天然博士益生菌固体饮料（电商专供）盒装（20袋）,20240301P,,BT14,佰腾电商荣庆佛山仓,广东佰腾药业有限公司,-360,-360,0,0,0,,,0,,,
A.A.13.01.AA130144,天然博士DHA藻油核桃油凝胶糖果盒装（60粒）,20240402P,,BT14,佰腾电商荣庆佛山仓,广东佰腾药业有限公司,-20,-20,0,0,0,,,0,,,
A.A.13.01.AA130133,天然博士DHA藻油凝胶糖果Ⅰ型盒装（30粒）,20240407G,,BT14,佰腾电商荣庆佛山仓,广东佰腾药业有限公司,-1,-1,0,0,0,,,0,,,
A.A.13.01.AA130133,天然博士DHA藻油凝胶糖果Ⅰ型盒装（30粒）,20240407P,,BT14,佰腾电商荣庆佛山仓,广东佰腾药业有限公司,-6,-6,0,0,0,,,0,,,
A.A.13.01.AA130133,天然博士DHA藻油凝胶糖果Ⅰ型盒装（30粒）,20240501G,,BT14,佰腾电商荣庆佛山仓,广东佰腾药业有限公司,-1667,-1667,0,0,0,,,0,,,
A.A.13.01.AA130133F,天然博士DHA藻油凝胶糖果Ⅰ型盒装（60粒）,20240410G,,BT14,佰腾电商荣庆佛山仓,广东佰腾药业有限公司,-105,-105,0,0,0,,,0,,,
A.A.13.01.AA130133F,天然博士DHA藻油凝胶糖果Ⅰ型盒装（60粒）,20240101TH,,BT14,佰腾电商荣庆佛山仓,广东佰腾药业有限公司,-4,-4,0,0,0,,,0,,,
A.A.13.01.AA130133F,天然博士DHA藻油凝胶糖果Ⅰ型盒装（60粒）,20240406G,,BT14,佰腾电商荣庆佛山仓,广东佰腾药业有限公司,-66,-66,0,0,0,,,0,,,
A.A.13.01.AA130140A,天然博士维生素D软胶囊(30粒)赠品装(8ug),20230601TH,,BT14,佰腾电商荣庆佛山仓,广东佰腾药业有限公司,-12,-12,0,0,0,,,0,,,
A.A.13.01.AA130126,天然博士针叶樱桃维生素C压片糖果（30片）,20240301G,,BT14,佰腾电商荣庆佛山仓,广东佰腾药业有限公司,-53,-53,0,0,0,,,0,,,
A.A.13.01.AA130134B,天然博士鱼油DHA凝胶糖果（30粒）电商专供,20230801G,,BT14,佰腾电商荣庆佛山仓,广东佰腾药业有限公司,-165,-165,0,0,0,,,0,,,
A.A.13.01.AA130144A,天然博士DHA藻油核桃油凝胶糖果小包装（6粒）,20240101TH,,BT14,佰腾电商荣庆佛山仓,广东佰腾药业有限公司,-3,-3,0,0,0,,,0,,,
A.A.16.01.AA160118A,Life-Space Slimu益生菌膳食纤维固体饮料（150亿）（4袋）,20240514P,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,2400,2400,0,0,0,,,0,,,
A.A.18.01.AA180138,自然唯他维生素C颗粒桶装（30袋）,20230401A,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,1,1,0,0,0,,,0,,,
A.A.16.01.AA160115E,Life-Space益生菌固体饮料（150亿，A）（5袋，电商专供）,20240503P,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,6720,6720,0,0,0,,,0,,,
A.A.06.01.AA060101N,汤臣倍健健力多氨糖软骨素钙片40片电商装,20240507N,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,3600,3600,0,0,0,,,0,,,
A.A.023.AA0230005A,"Life-Space Slimu益生菌固体饮料(260亿升级款, S) 10袋",20240504P,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,2400,2400,0,0,0,,,0,,,
A.A.06.01.AA060108W,汤臣倍健健力多钙维生素D片电商专供品（60片）,20240502V,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,2688,2688,0,0,0,,,0,,,
A.A.01.04.AA010460A,汤臣倍健Yep绯常磁感胶原蛋白肽果味饮料（树莓味）（5瓶）试吃装23年,20240110K,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,3000,3000,0,0,0,,,0,,,
A.A.09.01.AA090197C,健乐多补充蛋白质运动营养粉乳清蛋白（香草味）（300g盒装）,20240502A,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,320,320,0,0,0,,,0,,,
A.A.06.01.AA060101N,汤臣倍健健力多氨糖软骨素钙片40片电商装,20240507N,逻辑仓,YY052,药业官方商城（线上珠海）合格仓,汤臣倍健药业有限公司,596,596,0,0,0,,,0,,,
A.A.06.01.AA060111K,健力多氨糖硫酸软骨素加钙片电商装（28片，体验装）,20240503D,逻辑仓,YY052,药业官方商城（线上珠海）合格仓,汤臣倍健药业有限公司,21,21,0,0,0,,,0,,,
A.A.01.01.AA010151BD,汤臣倍健蛋白粉便携装（200g）,20240301V,逻辑仓,YY052,药业官方商城（线上珠海）合格仓,汤臣倍健药业有限公司,23,23,0,0,0,,,0,,,
A.A.01.01.AA010190C,汤臣倍健维生素E软胶囊优惠装（60粒×2）,20231203G,逻辑仓,YY052,药业官方商城（线上珠海）合格仓,汤臣倍健药业有限公司,252,252,0,0,0,,,0,,,
A.A.01.01.AA010164J,汤臣倍健多维女士多种维生素矿物质片60片×2优惠装,20240504J,逻辑仓,YY052,药业官方商城（线上珠海）合格仓,汤臣倍健药业有限公司,200,200,0,0,0,,,0,,,
A.A.01.07.AA010733,汤臣倍健褪黑素片（60片）,20240501D,逻辑仓,YY052,药业官方商城（线上珠海）合格仓,汤臣倍健药业有限公司,455,455,0,0,0,,,0,,,
A.A.01.02.AA010228,汤臣倍健钙维生素D维生素K片（200片）电商专供,20240205D,逻辑仓,YY052,药业官方商城（线上珠海）合格仓,汤臣倍健药业有限公司,191,191,0,0,0,,,0,,,
A.A.001.AA0010002,汤臣倍健复合蛋白粉固体饮料（420g）,20240403F,逻辑仓,YY052,药业官方商城（线上珠海）合格仓,汤臣倍健药业有限公司,240,240,0,0,0,,,0,,,
A.A.01.04.AA010413I,汤臣倍健葡萄籽维生素C加E片(90片)电商专供装,20240401D,逻辑仓,YY052,药业官方商城（线上珠海）合格仓,汤臣倍健药业有限公司,476,476,0,0,0,,,0,,,
A.A.01.02.AA010210Z,汤臣倍健胶原蛋白软骨素钙片90片*2电商专供装-A,20240511D,逻辑仓,YY052,药业官方商城（线上珠海）合格仓,汤臣倍健药业有限公司,75,75,0,0,0,,,0,,,
A.A.01.01.AA010189A,汤臣倍健B族维生素片（成人）电商专供小包装（30片）,20240501D,逻辑仓,YY052,药业官方商城（线上珠海）合格仓,汤臣倍健药业有限公司,0,0,0,0,0,,,0,,,
A.A.01.07.AA010737,汤臣倍健蓝莓叶黄素酯糖果片(60片),20240505D,逻辑仓,YY052,药业官方商城（线上珠海）合格仓,汤臣倍健药业有限公司,195,195,0,0,0,,,0,,,
A.A.01.01.AA010157G,汤臣倍健植物蛋白粉固体饮料(150g/高盖/条码+本品不单独销售）,20240404A,逻辑仓,YY052,药业官方商城（线上珠海）合格仓,汤臣倍健药业有限公司,4300,4300,0,0,0,,,0,,,
A.A.01.01.AA010151BA,汤臣倍健蛋白粉(450g/高盖）A,20240622F,逻辑仓,YY042,药业产成品（成都）不合格仓,汤臣倍健药业有限公司,1,1,0,0,0,,,0,,,
A.A.01.01.AA010151BA,汤臣倍健蛋白粉(450g/高盖）A,20240623F,逻辑仓,YY092,药业产成品（武汉）不合格仓,汤臣倍健药业有限公司,1,1,0,0,0,,,0,,,
A.A.01.01.AA010164J,汤臣倍健多维女士多种维生素矿物质片60片×2优惠装,20240503J,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,1500,1500,0,0,0,,,0,,,
A.A.01.04.AA010440C,汤臣倍健Yep胶原蛋白肽果味饮料（树莓朗姆酒味）（7袋）22年升级版,20240503K,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,1000,1000,0,0,0,,,0,,,
A.A.01.01.AA010184A,V-mini维生素E软胶囊（成人）（100粒）电商装,20240501D,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,750,750,0,0,0,,,0,,,
A.A.01.01.AA010166F,汤臣倍健多维男士多种维生素矿物质片60片×2优惠装,20240502J,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,4000,4000,0,0,0,,,0,,,
A.A.01.07.AA010721F,汤臣倍健辅酶Q10维生素E软胶囊彩盒装（60粒）,20240501G,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,400,400,0,0,0,,,0,,,
A.A.01.02.AA010220AX,汤臣倍健钙维生素D维生素K软胶囊200粒*2-24年618款,20240504G,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,557,557,0,0,0,,,0,,,
A.A.01.02.AA010220AX,汤臣倍健钙维生素D维生素K软胶囊200粒*2-24年618款,20240505G,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,4392,4392,0,0,0,,,0,,,
A.A.01.04.AA010453D,汤臣倍健透明质酸钠果味饮品（野樱莓味）（7袋）赠品装-22年升级版,20240213K,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,3000,3000,0,0,0,,,0,,,
A.A.01.02.AA010208AP,汤臣倍健牛初乳加钙咀嚼片优惠装（60片×2）-超级飞侠装,20240605D,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,1780,1780,0,0,0,,,0,,,
A.A.01.01.AA010189A,汤臣倍健B族维生素片（成人）电商专供小包装（30片）,20240501D,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,10000,10000,0,0,0,,,0,,,
A.A.01.01.AA010189B,汤臣倍健B族维生素片（成人）电商专供（90片）,20240403D,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,7137,7137,0,0,0,,,0,,,
A.A.01.01.AA010115B,汤臣倍健乳清蛋白固体饮料(香草味)(400g/高盖),20240501A,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,579,579,0,0,0,,,0,,,
A.A.01.01.AA010157J,汤臣倍健植物蛋白粉固体饮料（600g/高盖）,20240406F,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,1500,1500,0,0,0,,,0,,,
A.A.01.02.AA010220AG,汤臣倍健钙维生素D维生素K软胶囊（200粒×2）促销装-A,20240425G,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,4805,4805,0,0,0,,,0,,,
A.A.01.02.AA010220AG,汤臣倍健钙维生素D维生素K软胶囊（200粒×2）促销装-A,20240521G,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,1195,1195,0,0,0,,,0,,,
A.A.01.03.AA010301T,汤臣倍健鱼油软胶囊（180粒）,20240307G,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,1447,1447,0,0,0,,,0,,,
A.A.01.04.AA010440D,汤臣倍健Yep胶原蛋白肽果味饮料（树莓朗姆酒味）（7袋）-非卖品,20231017,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,5129,5129,0,0,0,,,0,,,
A.A.09.01.AA090134,健乐多多种维生素矿物质片（成人）(30片),20230403D,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,192,192,0,0,0,,,0,,,
A.A.01.04.AA010440D,汤臣倍健Yep胶原蛋白肽果味饮料（树莓朗姆酒味）（7袋）-非卖品,20231019,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,6000,6000,0,0,0,,,0,,,
A.A.16.01.AA160119E,"Life-Space Slimu益生菌固体饮料(200亿, S) 180袋",20240306P,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,200,200,0,0,0,,,0,,,
A.A.16.01.AA160105,life.space益生菌粉（20袋）,20240501P,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,576,576,0,0,0,,,0,,,
A.A.16.01.AA160115E,Life-Space益生菌固体饮料（150亿，A）（5袋，电商专供）,20240407D,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,14400,14400,0,0,0,,,0,,,
A.A.16.01.AA160111A,Life-Space益生菌固体饮料（100亿，C）（8袋）,20240402D,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,2880,2880,0,0,0,,,0,,,
A.A.16.01.AA160111B,Life-Space益生菌固体饮料（100亿，C）（8袋电商专供赠品）,20240401D,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,480,480,0,0,0,,,0,,,
A.A.06.01.AA060111B,健力多氨糖硫酸软骨素加钙片（48片）盒装,20240408G,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,1080,1080,0,0,0,,,0,,,
A.A.06.01.AA060101N,汤臣倍健健力多氨糖软骨素钙片40片电商装,20240506P,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,3046,3046,0,0,0,,,0,,,
A.A.06.01.AA060101N,汤臣倍健健力多氨糖软骨素钙片40片电商装,20240412P,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,2354,2354,0,0,0,,,0,,,
A.A.06.01.AA060102N,汤臣倍健健力多氨糖软骨素钙片100片彩盒装,20231264P,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,360,360,0,0,0,,,0,,,
A.A.06.01.AA060111,健力多氨糖硫酸软骨素加钙片（120片）,20240406P,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,100,100,0,0,0,,,0,,,
A.A.14.01.AA140101A,汤臣倍健健视佳越橘叶黄素酯β-胡萝卜素软胶囊盒装（45粒）,20240305P,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,72,72,0,0,0,,,0,,,
A.A.023.AA0230005A,"Life-Space Slimu益生菌固体饮料(260亿升级款, S) 10袋",20240502P,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,5712,5712,0,0,0,,,0,,,
A.A.023.AA0230005A,"Life-Space Slimu益生菌固体饮料(260亿升级款, S) 10袋",20240503P,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,8688,8688,0,0,0,,,0,,,
A.A.023.AA0230002A,Life-Space益生菌固体饮料（600亿，AA）（5袋）,20230901D,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,2880,2880,0,0,0,,,0,,,
A.A.06.01.AA060102Q,汤臣倍健健力多氨糖软骨素钙片180片彩盒装-A,20240604P,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,1000,1000,0,0,0,,,0,,,
A.A.06.01.AA060108W,汤臣倍健健力多钙维生素D片电商专供品（60片）,20240501P,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,9600,9600,0,0,0,,,0,,,
